X1	X2	cLine_ID	Aliases	RRID.CVCLE	MSI	Tissue	Subtissue	Histology	Subhistology	Gender	Age	Ethnicity	Grade_Stage	Source	COSMIC_ID	COSMIC_membership	ArrayID_CCLE	CCLE_membership	NCI60_membership	X	X.1	X.2	X.3	X.4	X.5	X.6	FID	sp	p	gender	id	cluster.infomap	cluster.walktrap	Q1	Q2	Q3	Q4	Q5	Q6	Q7
1368	24.9913671957475	-20.104202143534	NCI-H2803	H2803	_U997	MSI-L	Pleura	NA	Mesothelioma	NA	NA	NA	NA	NA	NA	1240135	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2803	7	4	0.152785	0.004555	1e-05	0.017461	0.005493	0.229267	0.590429
1369	-0.426412979616363	12.647580731041	NCI-H2804	H2804	_U998	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1240136	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2804	1	9	0.287432	1e-05	1e-05	0.020625	1e-05	0.681394	0.010519
1370	17.9886194469099	-7.63725518350723	NCI-H2810	H2810	_U999	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1240137	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2810	27	2	0.603807	0.004653	0.007589	0.024433	0.051678	0.283716	0.024124
1371	-2.47327331718975	13.5202576805047	NCI-H2818	H2818	_V000	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1290814	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2818	1	9	0.190685	0.011348	0.001679	1e-05	0.035491	0.760777	1e-05
1372	-1.83596143711526	1.88479747710418	NCI-H2869	H2869	_V001	MSI-S	Pleura	NA	Mesothelioma	NA	NA	NA	NA	NA	NA	1240138	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2869	1	9	0.349109	1e-05	0.00599	1e-05	0.009559	0.635313	1e-05
1331	1.83099706123022	13.7547316150646	NCI-H3118	H3118	_A464	MSI-S	Pleura	NA	Mesothelioma	NA	Female	NA	NA	NA	NA	1240140	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H3118	1	9	0.340833	9.7e-05	1e-05	0.025055	0.030162	0.595361	0.008482
1273	2.04431569995883	14.9897669510493	NCI-H3122		_5160	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	NA	NA	NA	NA	NA	1240190	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H3122	1	9	0.31263	1e-05	1e-05	0.013622	0.014761	0.658957	1e-05
1304	2.98216237905039	0.187128675531227	NCI-H3255	H3255; NICH3255	_6831	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	NA	1247873	Y	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C12_780296	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H3255	1	9	0.344639	1e-05	1e-05	0.020603	1e-05	0.598465	0.036263
724	24.8891069780173	-20.3758550467478	NCI-N87	NCIN87	_1603	MSI-S	Stomach	NA	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Metastasis	908461	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_H11_335376	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-N87	7	4	0.160375	1e-05	1e-05	0.021654	1e-05	0.205655	0.612285
625	4.11697946554162	-0.289630844047581	NCIH1618		_1480	NA	Lung	NA	Carcinoma	Small cell carcinoma	Female	55	Caucasian	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G01_464678	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCIH1618	1	9	0.344013	0.005355	1e-05	0.002377	0.035117	0.610798	0.00233
1130	-24.9973740666752	6.41342684715475	NCO2		_3043	NA	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Chronic myeloid leukaemia	Female	35	NA	NA	NA	NA	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCO2	2	12	0.017303	1e-05	0.158055	0.824602	1e-05	1e-05	1e-05
725	-29.1744277301226	-2.80601150550659	NEC8		_1604	MSI-S	Testis	NA	Germ cell tumour	Embryonal carcinoma	Male	24	Japanese	NA	Primary	910942	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NEC8	2	12	0.041522	0.006121	0.133856	0.797577	1e-05	1e-05	0.020904
727	-24.3242946034871	7.20547937785813	NH-6	NH6	_1606	NA	Autonomic ganglia	NA	Neuroblastoma	NA	Female	0.8	NA	NA	NA	NA	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C10_437500	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NH-6	2	12	0.028628	1e-05	0.149886	0.798496	1e-05	1e-05	0.02296
726	-25.7835798179058	-2.35436967259295	NH-12		_1605	MSI-S	Autonomic ganglia	NA	Neuroblastoma	NA	Male	1.25	NA	NA	Primary	908447	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NH-12	2	12	1e-05	1e-05	0.251238	0.748712	1e-05	1e-05	1e-05
1398	11.0335523412316	3.74372161203699	NHA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_B02_1217484	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NHA	25	9	0.3781	1e-05	0.00774	0.113437	1e-05	0.45995	0.040754
1183	1.27775191848267	15.4801116020027	NK-92MI		_3755	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	NA	Male	50	Caucasian	NA	NA	1330981	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NK-92MI	1	9	0.328517	0.004984	1e-05	0.020366	1e-05	0.627058	0.019054
728	-28.6571870722111	-2.86992950579065	NKM-1		_1607	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia	Male	33	NA	NA	Primary	908448	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NKM-1	2	12	5.1e-05	1.4e-05	0.211698	0.769597	0.009628	0.009001	1e-05
729	-25.6227077451854	-3.39916453774322	NMC-G1	NMCG1	_1608	MSI-S	CNS	Brain	Glioma	NA	Female	NA	NA	NA	Primary	908449	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NMC-G1	2	12	1e-05	1e-05	0.184757	0.815193	1e-05	1e-05	1e-05
730	-25.7137061974595	3.64547021003864	NOMO-1	NOMO1	_1609	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia; M5	Female	31	NA	NA	Primary	908451	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D03_490508	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NOMO-1	2	12	0.002659	0.0099	0.204849	0.768778	1e-05	0.009758	0.004046
731	-27.289680130525	-3.04590620215948	NOS-1		_1610	MSI-S	Bone	NA	Osteosarcoma	NA	Male	16	Japanese	NA	Metastasis	925345	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NOS-1	2	12	1e-05	0.009656	0.186058	0.799828	0.004428	1e-05	1e-05
1169	8.99267205586625	-3.77817693018126	NT2-D1	NTERA-2 cl.D1	_3407	MSI-S	Testis	NA	Germ cell tumour	Embryonal carcinoma	Male	22	Caucasian	NA	Metastasis	908454	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NT2-D1	5	2	0.39232	1e-05	0.014151	0.004455	0.040932	0.530344	0.017788
920	7.85923472713113	5.78777849276502	NU-DHL-1	NUDHL1	_1876	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Male	73	Caucasian	NA	NA	NA	NA	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G04_542916	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NU-DHL-1	1	9	0.378216	0.000358	1e-05	0.035533	1e-05	0.565433	0.02044
921	2.94083340374404	2.97636443326446	NU-DUL-1	NUDUL1	_1877	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	43	Caucasian	NA	NA	1330982	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G11_698622	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NU-DUL-1	1	9	0.32779	1e-05	0.004832	0.013914	0.013554	0.63989	1e-05
732	-23.4197340073046	2.22046566043141	NUGC-2	NUGC2	_1611	NA	Stomach	NA	Carcinoma	Adenocarcinoma	Female	56	NA	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C12_256072	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NUGC-2	2	12	0.006059	1e-05	0.246713	0.745629	0.00157	1e-05	1e-05
733	-18.860168370041	1.41227255170709	NUGC-3	NUGC3	_1612	MSI-H	Stomach	NA	Carcinoma	Adenocarcinoma	Male	72	NA	NA	Primary	908455	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H04_246784	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NUGC-3	2	12	0.007143	0.000891	0.169455	0.822481	1e-05	1e-05	1e-05
1134	-18.4066492828624	15.0825978095967	NUGC-4	NUGC4	_3082	MSI-S	Stomach	NA	Carcinoma	Signet ring adenocarcinoma	Female	35	NA	NA	NA	NA	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NUGC-4	23	1	0.012739	0.007238	0.320527	0.659466	1e-05	1e-05	1e-05
734	-28.1881477318372	-3.32295351529486	NY		_1613	MSI-S	Bone	NA	Osteosarcoma	NA	Male	15	NA	NA	Primary	910849	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NY	2	12	0.005459	0.001992	0.191393	0.786313	0.008837	0.005856	0.000151
906	-3.31015984661629	7.81077630752828	OACM5.1 C	OACM5-1	_1842	MSI-S	Oesophagus	NA	Carcinoma	NA	Female	47	NA	NA	NA	1503363	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OACM5.1C	1	9	0.262888	0.000236	2.9e-05	1e-05	0.015987	0.720841	1e-05
907	-4.07007879642461	0.466008186239893	OACP4 C	OACp4C	_1843	MSI-S	Oesophagus	NA	Carcinoma	NA	Male	55	NA	NA	NA	1503362	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OACP4C	1	9	0.317554	0.005544	0.01329	1e-05	0.000762	0.660978	0.001861
735	8.37962331072516	10.855055644856	OAW28	OAW-28	_1614	MSI-S	Ovary	NA	Carcinoma	NA	Female	75	NA	NA	Primary	946360	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OAW28	1	9	0.319103	1e-05	1e-05	0.022929	0.018739	0.631779	0.007429
736	5.76119490900088	2.38410415353015	OAW42	OAW-42	_1615	MSI-S	Ovary	NA	Carcinoma	Mucinous carcinoma	Female	46	NA	NA	Primary	910548	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C11_578348	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OAW42	1	9	0.322888	1e-05	1e-05	0.036813	1e-05	0.617475	0.022793
737	-7.93463663813013	7.8841396732982	OC 314	OC-314; OC314	_1616	MSI-H	Ovary	NA	Carcinoma	Serous micropapillary carcinoma	Female	39	NA	G_III; S_III	Metastasis	909257	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G06_437480	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OC314	1	9	0.217944	0.016607	1e-05	0.011716	1e-05	0.753703	1e-05
738	-7.93450171892606	7.88428575825063	OC 316	OC316	_1618	NA	Ovary	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	NA	NA	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OC316	1	9	0.21627	0.015671	1e-05	0.013059	1e-05	0.75497	1e-05
739	6.32965442838398	5.51332160508917	OCI-AML2	OCIAML2	_1619	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia; M4	Male	65	NA	NA	Primary	910947	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-AML2	1	9	0.328925	1e-05	1e-05	0.015089	0.02275	0.621188	0.012027
908	9.51345173946488	1.84812487842762	OCI-AML3	OCIAML3	_1844	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia	Male	57	NA	NA	NA	1290455	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-AML3	25	9	0.387789	0.014351	1e-05	0.028603	0.009865	0.559372	1e-05
740	6.19396223142455	5.96823510841303	OCI-AML5	OCIAML5	_1620	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia	Male	77	NA	NA	NA	1330983	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C08_578282	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-AML5	1	9	0.311646	0.000785	1e-05	0.0279	1e-05	0.649581	0.010068
1318	8.92677501023676	10.0773293887434	OCI-Ly3	OCILY3	_8800	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Male	52	NA	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B09_464584	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-Ly3	1	9	0.304834	1e-05	1e-05	0.040763	1e-05	0.65422	0.000153
1317	-6.55908413669889	8.68908422760076	OCI-Ly10	OCILY10	_8795	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Female	66	NA	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H01_464640	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-Ly10	1	9	0.280043	0.009335	1e-05	0.004764	0.000493	0.702902	0.002454
923	1.32903727986989	13.0919803490886	OCI-Ly17	OCI-LY7	_1881	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	B cell lymphoma unspecified	Male	48	NA	NA	NA	1659819	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-Ly17	1	9	0.283485	0.001272	0.003115	1e-05	0.011897	0.695845	0.004376
922	11.9747889676509	4.59136437988011	OCI-Ly19	OCI-LY-19; OCILY19	_1878	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Diffuse large B cell lymphoma	Female	27	NA	NA	NA	1330984	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E05_542914	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-Ly19	25	9	0.393289	1e-05	1e-05	0.045797	1e-05	0.535387	0.025497
995	15.4561840097867	-10.0329776961836	OCI-M1	OCIM1	_2149	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia	NA	62	NA	NA	NA	1330985	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-M1	5	2	0.609412	1e-05	1e-05	0.047244	0.031821	0.272838	0.038665
1351	10.2327169523101	3.48664677323708	OCI-My5	OCIMY5	_E332	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	NA	NA	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_C02_1217470	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-My5	25	9	0.360454	1e-05	1e-05	0.040759	0.012841	0.547412	0.038514
1352	19.8244676349319	-6.82380002724903	OCI-My7	OCIMY7	_E333	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	NA	NA	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_C06_1217602	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCI-My7	24	2	0.641019	1e-05	0.013372	0.027031	0.079441	0.212595	0.026532
741	-29.3764158191996	-3.15573830189365	OCUB-M		_1621	MSI-L	Breast	NA	Carcinoma	NA	Female	53	Japanese	NA	Metastasis	909256	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCUB-M	2	12	0.043143	0.016312	0.131033	0.784879	1e-05	1e-05	0.024612
1135	-22.6847189461774	-0.0233813065682281	OCUM-1	OCUM1	_3084	MSI-L	Stomach	NA	Carcinoma	Diffuse adenocarcinoma	Female	38	Japanese	NA	NA	1298358	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B03_437300	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OCUM-1	2	12	1e-05	0.005978	0.21822	0.775762	1e-05	1e-05	1e-05
742	10.3020130737167	-16.2782548551282	OE19		_1622	MSI-S	Oesophagus	Lower third	Carcinoma	Adenocarcinoma	Male	72	Caucasian	NA	Primary	910079	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D09_256090	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OE19	5	2	0.629904	0.001556	1e-05	0.018314	0.117881	0.082245	0.150091
1056	3.89640245022482	7.70239808033676	OE21		_2661	MSI-S	Oesophagus	NA	Carcinoma	Squamous cell carcinoma	Male	74	Caucasian	NA	NA	1298359	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E09_256114	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OE21	1	9	0.338089	1e-05	0.002025	0.013531	1e-05	0.646325	1e-05
142	2.12461546303168	7.5389983395147	OE33		_0471	MSI-S	Oesophagus	Lower third	Other	Metaplasia	Female	73	Caucasian	NA	Primary	910549	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D08_256088	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OE33	1	9	0.310325	1e-05	0.005462	0.012009	1e-05	0.672057	0.000128
1354	13.2582763071719	-10.1789499648098	OELE		_IW56	NA	Ovary	NA	Other	Immortalized epithelial	Female	NA	NA	NA	NA	NA	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G02_780354	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OELE	5	2	0.487218	0.002271	0.016322	1e-05	0.049611	0.407224	0.037343
743	-25.2047029021357	0.464408987840397	OMC-1		_1623	MSI-S	Cervix	NA	Carcinoma	Squamous cell carcinoma	Female	52	Japanese	NA	Primary	949154	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OMC-1	2	12	0.001624	1e-05	0.228022	0.764115	1e-05	0.006209	1e-05
924	9.66827288010922	14.6179579453488	ONCO-DG-1	ONCODG1	_1882	NA	Ovary	NA	Carcinoma	Adenocarcinoma	Female	60	NA	NA	NA	NA	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G10_780218	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	ONCO-DG-1	1	9	0.345188	1e-05	1e-05	0.042633	1e-05	0.612138	1e-05
1132	-20.8524321267158	-3.04394276090593	Onda 10	no-10	_3075	MSI-S	CNS	Brain	Glioma	Astrocytoma Grade III; Anaplastic	Male	62	NA	NA	Primary	908452	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Onda10	2	12	1.9e-05	0.002688	0.19609	0.790849	1e-05	0.004024	0.00632
1133	-23.6856573129174	0.639675945809218	Onda 11	no-11	_3076	MSI-S	CNS	Brain	Glioma	Astrocytoma Grade III; Anaplastic	Female	64	NA	NA	Primary	908450	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Onda11	2	12	0.022111	0.010589	0.17022	0.764229	1e-05	0.015649	0.017193
744	-24.2577824778164	7.49868634910479	ONS-76	ONS76	_1624	MSI-S	CNS	Brain	Primitive neuroectodermal tumour-medulloblastoma	NA	Female	2	NA	NA	Primary	909248	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F06_437446	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	ONS-76	2	12	0.045763	1e-05	0.084616	0.838306	1e-05	1e-05	0.031285
1276	-16.3574192381569	-0.379716030692354	OPM-1	OPM1	_5210	NA	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	Female	56	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_D07_1217638	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OPM-1	2	12	0.026838	1e-05	0.222995	0.74491	1e-05	1e-05	0.005227
745	-16.3575735085926	-0.380158892244424	OPM-2	OPM2	_1625	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Plasma cell myeloma	Female	56	NA	NA	Primary	909249	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F09_490366	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OPM-2	2	12	0.01512	1e-05	0.236222	0.74203	1e-05	0.000836	0.005772
746	-26.7744919436656	1.35942780106201	OS-RC-2	OSRC2	_1626	MSI-S	Kidney	NA	Carcinoma	Renal cell carcinoma	Male	NA	Japanese	NA	Primary	909250	Y	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C10_780376	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OS-RC-2	2	12	0.016645	1e-05	0.202496	0.77031	1e-05	0.009546	0.000984
1136	-26.4780994492672	-2.01490240030061	OSC-19		_3086	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	NA	Male	61	Japanese	NA	NA	1298362	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OSC-19	2	12	7.8e-05	0.00324	0.242411	0.729814	0.006465	0.01698	0.001012
1137	-28.5736591717877	-2.53763751552636	OSC-20		_3087	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	NA	Female	NA	Japanese	NA	NA	1240196	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OSC-20	2	12	0.042435	0.002298	0.166608	0.757194	1e-05	1e-05	0.031445
1138	-20.3079628636299	3.02778965458635	OUMS-23	OUMS23	_3088	failed	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	NA	1298363	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OUMS-23	2	12	0.014091	1e-05	0.162458	0.820262	0.003159	1e-05	1e-05
1139	-25.2168339901156	4.20907616752004	OUMS-27	OUMS27	_3090	NA	Bone	NA	Chondrosarcoma	NA	Male	65	NA	NA	NA	NA	NA	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OUMS-27	2	12	0.023881	1e-05	0.177523	0.796928	1e-05	1e-05	0.001637
1184	13.8176113965735	-6.52593025953399	OV-90	OV90	_3768	MSI-S	Ovary	NA	Carcinoma	Mixed carcinoma	Female	64	Caucasian	NA	NA	1240197	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D02_246684	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OV-90	5	2	0.530809	1e-05	1e-05	0.02359	0.050624	0.372572	0.022385
1059	6.66727842435722	8.42930989242205	OV7	OV-7	_2675	MSI-S	Ovary	NA	Carcinoma	Mixed carcinoma	Female	78	NA	NA	NA	1480360	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OV7	1	9	0.316181	1.1e-05	1e-05	0.017103	0.014907	0.632382	0.019405
1057	1.2278016305109	15.8042817877806	OV17R	OV-17R	_2672	MSI-S	Ovary	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	NA	1480361	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OV17R	1	9	0.354446	1e-05	1e-05	0.019934	1e-05	0.601691	0.023899
1058	-0.0978571178214192	3.22734745745477	OV56	OV-56	_2673	MSI-S	Ovary	NA	Carcinoma	NA	Female	46	NA	NA	NA	1480362	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C11_411040	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OV56	1	9	0.272834	1e-05	0.005188	1e-05	0.0239	0.698048	1e-05
1190	19.1761456970321	-22.3466521732148	OVCA420		_3935	MSI-S	Ovary	NA	Carcinoma	Serous carcinoma	Female	NA	NA	NA	NA	1480364	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OVCA420	7	4	0.088141	1e-05	1e-05	0.025998	0.027984	0.033173	0.824684
143	-4.78278166020478	3.96245003811041	OVCA433		_0475	MSI-S	Ovary	NA	Carcinoma	Serous carcinoma	Female	NA	NA	NA	NA	1480367	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OVCA433	1	9	0.382405	0.013045	1e-05	0.003082	1e-05	0.598312	0.003136
141	9.66848353190095	14.6171843512395	OVCAR-3	NIHOVCAR3	_0465	MSI-S	Ovary	NA	Carcinoma	Adenocarcinoma	Female	60	Caucasian	NA	Primary	905933	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B08_410894	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	OVCAR-3	1	9	0.350825	1e-05	1e-05	0.039923	1e-05	0.609212	1e-05
